product_type,category1,category2,category3,collect_date,brand,product_id,product_name,category,min_price,style_id,gender_label,base_category,is_best,is_new
의류,상의,반팔티셔츠,러닝,2026-04-17,룰루레몬,qyzovxdbnc,사이드 루시드 러닝 숏슬리브 셔츠,womens-short-sleeve-tops,93000,qyzovxdbnc,Women,short-sleeve-tops,False,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11520161,소프트 저지 숏슬리브 셔츠,mens-short-sleeve-tops,65000,prod11520161,Men,short-sleeve-tops,True,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod20001811,스위프틀리 릴랙스드 숏슬리브 셔츠 *업데이트 핏,womens-short-sleeve-tops,93000,prod20001811,Women,short-sleeve-tops,False,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod9820343,스위프틀리 테크 숏슬리브 셔츠 2.0 *웨이스트 렝스,womens-short-sleeve-tops,93000,prod9820343,Women,short-sleeve-tops,True,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod9750519,스위프틀리 테크 숏슬리브 셔츠 2.0 *힙 렝스,womens-short-sleeve-tops,93000,prod9750519,Women,short-sleeve-tops,True,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11520166,스위프틀리 테크 크롭 숏슬리브 셔츠 2.0,womens-short-sleeve-tops,47000,prod11520166,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,bfazvla4t0,스위프틀리 테크 크롭 숏슬리브 셔츠 2.0 *스트라이프,womens-short-sleeve-tops,65000,bfazvla4t0,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,g2mrjw7qro,스위프틀리 퍼포레이티드 스트라이프 숏슬리브 셔츠,womens-short-sleeve-tops,93000,g2mrjw7qro,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11570298,스컬프트 숏슬리브 셔츠,womens-short-sleeve-tops,93000,prod11570298,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod20006727,슬럽 코튼 저지 숏슬리브 셔츠,mens-short-sleeve-tops,65000,prod20006727,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod20006751,실키어필 타이백 숏슬리브 셔츠,womens-short-sleeve-tops,65000,prod20006751,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod6020330,에볼루션 숏슬리브 폴로 셔츠,mens-short-sleeve-tops,88000,prod6020330,Men,short-sleeve-tops,True,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod8980451,에어링 이지 숏슬리브 셔츠,mens-short-sleeve-tops,97000,prod8980451,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,eoz64nncho,에어링 이지 캠프 칼라 셔츠 *텍스처드,mens-short-sleeve-tops,138000,eoz64nncho,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod20002095,올 유어스 코튼 크롭 티셔츠,womens-short-sleeve-tops,67000,prod20002095,Women,short-sleeve-tops,False,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,b27qz8xsnk,올 잇 테익스 리브드 키홀 숏슬리브 셔츠,womens-short-sleeve-tops,78000,b27qz8xsnk,Women,short-sleeve-tops,False,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11380417,올 잇 테익스 리브드 Nulu 티셔츠,womens-short-sleeve-tops,78000,prod11380417,Women,short-sleeve-tops,True,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11760027,올 잇 테익스 백 트위스트 리브드 숏슬리브 셔츠,womens-short-sleeve-tops,78000,prod11760027,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod20002455,우먼스 ShowZero™ 클래식 핏 폴로 셔츠,womens-short-sleeve-tops,97000,prod20002455,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11871162,원더모스트 Ultra-Soft Nulu 스쿱넥 티셔츠,womens-short-sleeve-tops,93000,prod11871162,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11530442,원더모스트 Ultra-Soft Nulu 크루넥 크롭 티셔츠,womens-short-sleeve-tops,78000,prod11530442,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod20005499,이지셋 릴랙스드 롱슬리브 셔츠 *워시,womens-short-sleeve-tops,88000,prod20005499,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,트레,2026-04-17,룰루레몬,prod20006403,이지셋 숏슬리브 셔츠 *워시,womens-tops,93000,prod20006403,Women,tops,False,True
의류,상의,반팔티셔츠,트레이닝/짐,2026-04-17,룰루레몬,prod11870150,이지셋 트레이닝 숏슬리브 셔츠,mens-short-sleeve-tops,76000,prod11870150,Men,short-sleeve-tops,False,True
의류,상의,반팔티셔츠,트레이닝/짐,2026-04-17,룰루레몬,b14f0pu5cx,저지 트레이닝 브이넥 티셔츠,womens-short-sleeve-tops,65000,b14f0pu5cx,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,트레이닝/짐,2026-04-17,룰루레몬,prod11750184,저지 트레이닝 숏슬리브 셔츠,womens-short-sleeve-tops,78000,prod11750184,Women,short-sleeve-tops,True,False
의류,상의,반팔티셔츠,트레이닝/짐,2026-04-17,룰루레몬,ho0vlnbes4,저지 트레이닝 숏슬리브 셔츠 *런 위드 어스,womens-short-sleeve-tops,93000,ho0vlnbes4,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,트레이닝/짐,2026-04-17,룰루레몬,prod20003347,저지 트레이닝 숏슬리브 셔츠 *워드마크,womens-short-sleeve-tops,78000,prod20003347,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,트레이닝/짐,2026-04-17,룰루레몬,prod11870885,저지 트레이닝 클래식 핏 숏슬리브 셔츠,womens-short-sleeve-tops,78000,prod11870885,Women,short-sleeve-tops,True,False
의류,상의,반팔티셔츠,트레이닝/짐,2026-04-17,룰루레몬,oizfdlezq9,저지 트레이닝 클래식 핏 티셔츠 *워드마크,womens-t-shirts,55000,oizfdlezq9,Women,t-shirts,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11680098,제로드 인 숏슬리브 셔츠,mens-short-sleeve-tops,55000,prod11680098,Men,short-sleeve-tops,True,True
의류,상의,반팔티셔츠,테니스,2026-04-17,룰루레몬,cfvrr2ormq,코튼 링거 베이비 티 *테니스 듀스,womens-t-shirts,78000,cfvrr2ormq,Women,t-shirts,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11871130,코튼 베이비 티,womens-short-sleeve-tops,67000,prod11871130,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,wrvfg964wr,코튼 블렌드 더블 니트 오버사이즈드 티셔츠,mens-t-shirts,93000,wrvfg964wr,Men,t-shirts,False,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,iew2mvfidh,코튼 저지 숏슬리브 셔츠 *SLNSH 컬렉션,mens-short-sleeve-tops,138000,iew2mvfidh,Men,short-sleeve-tops,False,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11680546,코튼 크루넥 티셔츠,womens-short-sleeve-tops,67000,prod11680546,Women,short-sleeve-tops,True,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11680617,코튼 클래식 핏 티셔츠,mens-short-sleeve-tops,47000,prod11680617,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod20002327,코튼 피케 숏슬리브 폴로 셔츠,mens-short-sleeve-tops,125000,prod20002327,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11870917,퀵 드라이 숏슬리브 폴로 셔츠 *스트레이트 헴,womens-short-sleeve-tops,109000,prod11870917,Women,short-sleeve-tops,False,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod9490368,트레인 투 비 숏슬리브 셔츠,womens-short-sleeve-tops,93000,prod9490368,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,de6muh2o9z,패스트 앤 프리 숏슬리브 셔츠 *퍼포레이티드 스트라이프,womens-short-sleeve-tops,109000,de6muh2o9z,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11800799,패스트 앤 프리 숏슬리브 셔츠 *Breathe,mens-short-sleeve-tops,109000,prod11800799,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,w2qyi2gavu,패스트 앤 프리 퍼포레이티드 스트라이프 티셔츠 *런 크루 1998,mens-short-sleeve-tops,88000,w2qyi2gavu,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11440014,피케 오버사이즈 핏 티셔츠,mens-short-sleeve-tops,93000,prod11440014,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11680050,헤비웨이트 코튼 저지 티셔츠,mens-short-sleeve-tops,65000,prod11680050,Men,short-sleeve-tops,True,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,rfvdmjpfy1,헤비웨이트 코튼 저지 티셔츠 *워드마크,mens-t-shirts,76000,rfvdmjpfy1,Men,t-shirts,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,hvtsmqvgg1,헤비웨이트 클래식 핏 코튼 티셔츠 *Chipinski,mens-t-shirts,93000,hvtsmqvgg1,Men,t-shirts,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11870170,헤비웨이트 클래식 핏 코튼 티셔츠 *Let Him Cook,mens-t-shirts,109000,prod11870170,Men,t-shirts,False,True
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,ap9z6kf8bn,홀드 타이트 마이크로 립 스트레이트 헴 티셔츠,womens-short-sleeve-tops,78000,ap9z6kf8bn,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11871293,홀드 타이트 숏슬리브 헨리,womens-short-sleeve-tops,93000,prod11871293,Women,short-sleeve-tops,True,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod20001667,홀드 타이트 스트레이트 헴 크롭 티셔츠,womens-short-sleeve-tops,78000,prod20001667,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,b4b6iiacmb,Everlux 패널 숏슬리브 셔츠,womens-short-sleeve-tops,93000,b4b6iiacmb,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11870021,Heavyweight Cotton Jersey Short-Sleeve Shirt *City Graphic Seoul,mens-short-sleeve-tops,109000,prod11870021,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,요가,2026-04-17,룰루레몬,prod11660019,Nulu 요가 숏슬리브 셔츠,mens-short-sleeve-tops,125000,prod11660019,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,prod11710514,ShowZero™ 폴로,mens-short-sleeve-tops,138000,prod11710514,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,일반,2026-04-17,룰루레몬,dsfoxv80hf,SmoothCover 메쉬백 숏슬리브 셔츠,womens-short-sleeve-tops,93000,dsfoxv80hf,Women,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,골프,2026-04-17,룰루레몬,gtuojyej91,UV 프로텍티브 릴랙스 핏 골프 폴로 셔츠,mens-polo-shirts,125000,gtuojyej91,Men,polo-shirts,False,True
의류,상의,반팔티셔츠,테니스,2026-04-17,룰루레몬,yf6bb145eh,UV 프로텍티브 메쉬 패널 테니스 셔츠,mens-short-sleeve-tops,109000,yf6bb145eh,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,테니스,2026-04-17,룰루레몬,x98rh3jkml,UV 프로텍티브 숏슬리브 폴로 셔츠,mens-polo-shirts,138000,x98rh3jkml,Men,polo-shirts,False,False
의류,상의,반팔티셔츠,테니스,2026-04-17,룰루레몬,prod11870254,UV 프로텍티브 스트라이프 메쉬 테니스 티셔츠,mens-short-sleeve-tops,125000,prod11870254,Men,short-sleeve-tops,False,False
의류,상의,반팔티셔츠,테니스,2026-04-17,룰루레몬,prod11870142,UV 프로텍티브 스트라이프 메쉬 테니스 폴로 셔츠,mens-polo-shirts,138000,prod11870142,Men,polo-shirts,False,False
신발,신발,운동화,일반,2026-04-17,룰루레몬,prod11710181,멘즈 레스트필 슬라이드 *그래픽,mens-shoes,79000,prod11710181,Men,shoes,False,False
신발,신발,운동화,일반,2026-04-17,룰루레몬,prod11710173,우먼스 레스트필 슬라이드 *그래픽,womens-shoes,79000,prod11710173,Women,shoes,False,False
신발,신발,운동화,일반,2026-04-17,룰루레몬,prod20003667,우먼스 레스트필 포 퍼 슬라이드,womens-shoes,76000,prod20003667,Women,shoes,False,False
신발,신발,운동화,일반,2026-04-17,룰루레몬,prod11021003,Restfeel 우먼스 슬라이드,womens-shoes,58000,prod11021003,Women,shoes,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod9750601,골 스매셔 재킷,womens-jackets-and-outerwear,230000,prod9750601,Women,jackets-and-outerwear,True,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,ec24n95fp3,나일론 윈드브레이커,mens-jackets-and-outerwear,222000,ec24n95fp3,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20008143,내비게이션 다운 베스트 *에볼브,mens-jackets-and-outerwear,195000,prod20008143,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20007547,내비게이션 다운 재킷 *에볼브,mens-jackets-and-outerwear,271000,prod20007547,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11750076,뉴 벤처 버튼 프런트 블레이저,mens-jackets-and-outerwear,278000,prod11750076,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod8450625,다운 앤 어라운드 700 다운 필 재킷,womens-jackets-and-outerwear,249000,prod8450625,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11620005,다운 포 잇 올 700 다운 필 재킷,womens-jackets-and-outerwear,308000,prod11620005,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11870825,다운 필 신치 웨이스트 재킷,womens-jackets-and-outerwear,195000,prod11870825,Women,jackets-and-outerwear,True,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,jxa9xgusmz,듀얼 렝스 워터프루프 재킷 *SLNSH 컬렉션,mens-jackets-and-outerwear,511000,jxa9xgusmz,Men,jackets-and-outerwear,False,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,iyn6m140ml,디파인 릴랙스 핏 후드 재킷 *Luon,womens-jackets-and-outerwear,198000,iyn6m140ml,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20000347,디파인 오버사이즈드 재킷 *Luon,womens-jackets-and-outerwear,198000,prod20000347,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11020158,디파인 재킷 *Nulu,womens-jackets-and-outerwear,147000,prod11020158,Women,jackets-and-outerwear,True,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11130154,디파인 크롭 재킷 *리브드 Nulu,womens-jackets-and-outerwear,147000,prod11130154,Women,jackets-and-outerwear,True,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11870681,디파인 크롭 후드 재킷 *Nulu,womens-jackets-and-outerwear,184000,prod11870681,Women,jackets-and-outerwear,True,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20004659,라이선스 투 트레인 텍스처드 풀집,mens-jackets-and-outerwear,198000,prod20004659,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11720149,라이트웨이트 릴랙스 핏 벤티드 재킷,womens-jackets-and-outerwear,198000,prod11720149,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20002747,라이트웨이트 스트레치 UV 프로텍티브 재킷,womens-jackets-and-outerwear,198000,prod20002747,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,골프,2026-04-17,룰루레몬,y4rid5x956,라이트웨이트 워터 리펠런트 골프 재킷 *골프 L,mens-jackets-and-outerwear,278000,y4rid5x956,Men,jackets-and-outerwear,False,True
의류,아우터,자켓,러닝,2026-04-17,룰루레몬,pupj16yl6f,라이트웨이트 워터프루프 러닝 재킷,womens-jackets-and-outerwear,271000,pupj16yl6f,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,러닝,2026-04-17,룰루레몬,prod10960164,라이트웨이트 UV 프로텍션 러닝 재킷,womens-jackets-and-outerwear,184000,prod10960164,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,ylnc0gvia2,라이트웨이트 UV 프로텍티브 패커블 재킷,womens-jackets-and-outerwear,230000,ylnc0gvia2,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod9280037,레인 리벨 재킷,womens-jackets-and-outerwear,355000,prod9280037,Women,jackets-and-outerwear,True,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod9750607,레인 체이서 재킷,womens-jackets-and-outerwear,195000,prod9750607,Women,jackets-and-outerwear,True,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11800495,루나 뉴 이어 디파인 크롭 재킷 *Nulu,womens-jackets-and-outerwear,147000,prod11800495,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20006627,루나 뉴 이어 텍스처드 플리스 보머 재킷,mens-jackets-and-outerwear,249000,prod20006627,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20006859,루나 뉴 이어 페이스 브레이커 Luxtreme 트랙 재킷,mens-jackets-and-outerwear,158000,prod20006859,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,테니스,2026-04-17,룰루레몬,prod20002467,메쉬 벤틸레이티드 테니스 재킷,womens-jackets-and-outerwear,184000,prod20002467,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod9200640,멘즈 다운 포 잇 올 700 다운 필 베스트,mens-jackets-and-outerwear,230000,prod9200640,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11570354,멘즈 다운 포 잇 올 700 다운 필 재킷,mens-jackets-and-outerwear,278000,prod11570354,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,jynslab763,멘즈 디파인 트랜스포머블 재킷 *SLNSH 컬렉션,mens-jackets-and-outerwear,417000,jynslab763,Men,jackets-and-outerwear,False,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod9200786,멘즈 멘즈 다운 포 잇 올 700 다운 필 후디,mens-jackets-and-outerwear,308000,prod9200786,Men,jackets-and-outerwear,True,False
의류,아우터,자켓,테니스,2026-04-17,룰루레몬,prod20008299,멘즈 엔지니어드 니트 메쉬 테니스 재킷,mens-jackets-and-outerwear,161000,prod20008299,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20005735,멘즈 크로스 칠 시티 투 트레일 재킷,mens-jackets-and-outerwear,355000,prod20005735,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20000499,멘즈 페더웨이트 900 다운 필 퀼팅 베스트,mens-jackets-and-outerwear,355000,prod20000499,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20005435,멘즈 InsulEight 콜드웨더 런 쉘,mens-jackets-and-outerwear,184000,prod20005435,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,dvgufn51nd,멘즈 ThermoZen 인설레이티드 베스트,mens-jackets-and-outerwear,161000,dvgufn51nd,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,y00l9yzh9v,멘즈 ThermoZen 인설레이티드 재킷,mens-jackets-and-outerwear,195000,y00l9yzh9v,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,트레이닝/짐,2026-04-17,룰루레몬,prod11871114,브리더블 라이트웨이트 트레이닝 재킷,womens-jackets-and-outerwear,198000,prod11871114,Women,jackets-and-outerwear,True,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,fzem5p3aec,새틴 스트라이프 코치스 재킷,mens-jackets-and-outerwear,161000,fzem5p3aec,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod11520482,소전 윈드브레이커 재킷,mens-jackets-and-outerwear,198000,prod11520482,Men,jackets-and-outerwear,False,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod8510102,소전 재킷,mens-jackets-and-outerwear,147000,prod8510102,Men,jackets-and-outerwear,True,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,e3r3xbt9tq,스쿠바 크롭 아노락 *에볼브,womens-jackets-and-outerwear,184000,e3r3xbt9tq,Women,jackets-and-outerwear,False,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,n6jiioka4c,스트라이프 슬림 핏 트랙 재킷,womens-jackets-and-outerwear,184000,n6jiioka4c,Women,jackets-and-outerwear,False,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20004279,스트레치 글라이드 워터프루프 재킷,mens-jackets-and-outerwear,308000,prod20004279,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,sgassj6tx8,스트레치 ​스위프트 릴랙스드 셔츠 재킷,mens-jackets-and-outerwear,230000,sgassj6tx8,Men,jackets-and-outerwear,False,True
의류,아우터,자켓,골프,2026-04-17,룰루레몬,ivsig3pysm,스트레치 트윌 프런트 플리트 골프 스커트,mens-jackets-and-outerwear,138000,ivsig3pysm,Men,jackets-and-outerwear,False,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20002631,슬러시 아워 워터프루프 600 다운 필 파카,womens-jackets-and-outerwear,670000,prod20002631,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20001819,슬릭 시티 롱 재킷,womens-jackets-and-outerwear,308000,prod20001819,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,gb7lte1phg,슬릭 시티 재킷,womens-jackets-and-outerwear,230000,gb7lte1phg,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,es71guwu5n,어댑티드 스테이트 트랙 재킷 *퍼포레이티드 스트라이프,womens-jackets-and-outerwear,139000,es71guwu5n,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod9490125,엔지니어드 웜스 재킷,mens-jackets-and-outerwear,278000,prod9490125,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,p5m4vr711o,오버사이즈드 코쿤 레인 코트,womens-jackets-and-outerwear,417000,p5m4vr711o,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20001639,올웨이즈 다운 푸퍼 베스트,mens-jackets-and-outerwear,355000,prod20001639,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20004439,올웨이즈 다운 푸퍼 베스트 *테크 캔버스,mens-jackets-and-outerwear,387000,prod20004439,Men,jackets-and-outerwear,True,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20001899,올웨이즈 다운 푸퍼 재킷,mens-jackets-and-outerwear,464000,prod20001899,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20005807,올웨이즈 다운 푸퍼 재킷 *테크 캔버스,mens-jackets-and-outerwear,511000,prod20005807,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,tmhl0zdvif,올웨이즈 에포트리스 롱 재킷 *에볼브,womens-jackets-and-outerwear,278000,tmhl0zdvif,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod9370052,올웨이즈 에포트리스 재킷,womens-jackets-and-outerwear,198000,prod9370052,Women,jackets-and-outerwear,True,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,eimg1d7029,올웨이즈 에포트리스 재킷 *에볼브,womens-jackets-and-outerwear,139000,eimg1d7029,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod9200030,우먼스 다운 포 잇 올 700 다운 필 베스트,womens-jackets-and-outerwear,230000,prod9200030,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20005059,우먼스 크로스 칠 시티 투 트레일 재킷,womens-jackets-and-outerwear,355000,prod20005059,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod9750597,우먼스 크로스 칠 퍼포먼스 재킷,womens-jackets-and-outerwear,308000,prod9750597,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,k8ayo7268v,우먼스 퍼포레이티드 디파인 재킷 *SLNSH 컬렉션,womens-jackets-and-outerwear,278000,k8ayo7268v,Women,jackets-and-outerwear,False,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20004399,우먼스 페더웨이트 900 다운 필 퀼티드 베스트,womens-jackets-and-outerwear,355000,prod20004399,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,ig44l0bank,우먼스 ThermoZen 인설레이티드 재킷,womens-jackets-and-outerwear,278000,ig44l0bank,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,shsdmtli1m,우먼스 ThermoZen 인설레이티드 후디,womens-jackets-and-outerwear,216000,shsdmtli1m,Women,jackets-and-outerwear,False,False
의류,아우터,자켓,골프,2026-04-17,룰루레몬,chbtrrpu2f,워터 리펠런트 골프 풀오버,mens-jackets-and-outerwear,184000,chbtrrpu2f,Men,jackets-and-outerwear,False,True
의류,아우터,자켓,골프,2026-04-17,룰루레몬,x0ck3hv3rt,워터 리펠런트 골프 하프집 풀오버,mens-jackets-and-outerwear,198000,x0ck3hv3rt,Men,jackets-and-outerwear,False,True
의류,아우터,자켓,골프,2026-04-17,룰루레몬,r9mtxyzmxb,워터 리펠런트 풀집 후드 골프 재킷,mens-jackets-and-outerwear,198000,r9mtxyzmxb,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,골프,2026-04-17,룰루레몬,prod11870298,워터프루프 골프 재킷,mens-jackets-and-outerwear,387000,prod11870298,Men,jackets-and-outerwear,True,True
의류,아우터,자켓,일반,2026-04-17,룰루레몬,g6cbsjd6m6,워터프루프 신치 헴 재킷,mens-jackets-and-outerwear,292000,g6cbsjd6m6,Men,jackets-and-outerwear,False,False
의류,아우터,자켓,일반,2026-04-17,룰루레몬,prod20006807,워터프루프 인설레이티드 신치 웨이스트 파카,womens-jackets-and-outerwear,542000,prod20006807,Women,jackets-and-outerwear,False,False
